depth_m,depth_in_penetration_depths,reflected,contrast,detectable,noise_floor
0.005970287587,0.1,0.7328634128,-0.1759607627,1,0.00249409695
0.03507543957,0.5875,0.8553025359,-0.03828894038,1,0.00249409695
0.06418059156,1.075,0.8771214458,-0.01375553133,1,0.00249409695
0.09328574355,1.5625,0.885953279,-0.003824926337,0,0.00249409695
0.1223908955,2.05,0.888664098,-0.0007768532583,0,0.00249409695
0.1514960475,2.5375,0.8898287002,0.0005326375152,0,0.00249409695
0.1806011995,3.025,0.8904123196,0.001188865324,0,0.00249409695
0.2097063515,3.5125,0.8898194277,0.0005222115007,0,0.00249409695
0.2388115035,4,0.8893246418,-3.413094623e-05,0,0.00249409695
