wavelength_nm,albedo,single_scattering_albedo,co_albedo,asymmetry,extinction_coefficient_per_m,e_folding_depth_m
1567.63177,0.005506116879,0.5334293133,0.4665706867,0.9754525932,331.5213513,0.00181280702
1588.676127,0.005733312851,0.5364204304,0.4635795696,0.9747335445,331.5285088,0.001815672384
1610.002989,0.005981409377,0.5397239869,0.4602760131,0.9739751401,331.5434787,0.001818760035
1631.61615,0.006189151965,0.5425450101,0.4574549899,0.9733642433,331.563348,0.001821303696
1653.519452,0.00644509992,0.5459468165,0.4540531835,0.9726263367,331.5644138,0.001824563741
1675.71679,0.006879309772,0.5515645003,0.4484354997,0.9714123622,331.579975,0.001830012978
1698.212112,0.00740446024,0.5582327492,0.4417672508,0.9700177224,331.5977162,0.001836601055
1721.009418,0.008025219838,0.5658638077,0.4341361923,0.9684563451,331.6048281,0.001844454111
1744.112762,0.008634390287,0.5731694162,0.4268305838,0.9670175178,331.6175115,0.001852118748
1767.526252,0.009173067776,0.5794449448,0.4205550552,0.9658114565,331.5837175,0.001859140697
1791.254052,0.009655686989,0.5850692794,0.4149307206,0.9648007292,331.6008371,0.001865162648
1815.30038,0.01031213493,0.5924011769,0.4075988231,0.9634801662,331.6218934,0.001873356285
1839.669514,0.01077624917,0.5976551568,0.4023448432,0.9626242748,331.6587692,0.001879022187
1864.365787,0.009389305701,0.5833630486,0.4166369514,0.9655492328,331.6574919,0.00186148452
1889.393589,0.00635386257,0.5474980557,0.4525019443,0.9731872015,331.6759811,0.001822803144
1914.757372,0.005040609655,0.5307316779,0.4692683221,0.9773045327,331.683857,0.001805978149
1940.461646,0.00491373834,0.529456201,0.470543799,0.9777679132,331.6895276,0.001804323764
1966.510982,0.004888234158,0.529343464,0.470656536,0.9778744393,331.7009744,0.001803935591
1992.910012,0.004867512301,0.52927625,0.47072375,0.977963213,331.7122701,0.001803609434
2019.663431,0.004842595236,0.5291984087,0.4708015913,0.9780702768,331.723756,0.001803228643
2046.775995,0.004816033737,0.5291191449,0.4708808551,0.9781847951,331.7353758,0.001802826105
2074.252527,0.00478605035,0.5290558904,0.4709441096,0.9783164235,331.7468402,0.001802380755
2102.097912,0.004776464669,0.5292902922,0.4707097078,0.9783806217,331.7581795,0.001802197604
2130.317101,0.004902185237,0.5314030037,0.4685969963,0.9779933856,331.7700694,0.001803745746
2158.915113,0.005340453622,0.5379549847,0.4620450153,0.9766283021,331.7776613,0.001809318894
2187.897034,0.006157130169,0.5498255103,0.4501744897,0.9742707333,331.816639,0.00181954872
2217.268016,0.007097348537,0.5629901239,0.4370098761,0.9718285856,331.7779725,0.001831758657
2247.033284,0.007823009719,0.5733051691,0.4266948309,0.9701827322,331.8662709,0.001840517257
2277.198129,0.007004352061,0.5638276462,0.4361723538,0.97229745,331.835779,0.001830268799
2307.767916,0.005665439482,0.5465830688,0.4534169312,0.9760373366,331.8470731,0.001813116778
2338.748081,0.004831417553,0.5355334164,0.4644665836,0.9786711115,331.8273971,0.001802546023
2370.144133,0.004464209875,0.5312070106,0.4687929894,0.979961526,331.8607729,0.001797656406
2401.961654,0.004279118033,0.5296130679,0.4703869321,0.9806762779,331.8878839,0.001795135713
2434.206304,0.004124227242,0.5285244685,0.4714755315,0.9813000508,331.8928864,0.001793121287
2466.883816,0.003963091576,0.5275057408,0.4724942592,0.9819629469,331.9086424,0.001790967427
2500,0.003804046494,0.5266275774,0.4733724226,0.9826312918,331.9234444,0.001788844354
