wavelength_nm,albedo,single_scattering_albedo,co_albedo,asymmetry,extinction_coefficient_per_m,e_folding_depth_m
300,0.9299814654,0.9998834947,0.0001165053028,0.8826992973,3320.638643,0.01038638368
304.0272895,0.9301085888,0.9998844682,0.000115531842,0.8832390593,3321.499026,0.01040631387
308.1086425,0.9303737521,0.9998854846,0.0001145154176,0.8833479512,3321.937438,0.01044674694
312.2447849,0.9305948084,0.9998864977,0.0001135022748,0.8836131106,3320.735363,0.01048660817
316.436452,0.9308240577,0.9998876107,0.0001123892634,0.8839591043,3320.930025,0.0105240484
320.6843893,0.9311346894,0.9998888549,0.0001111451263,0.8841652115,3323.678782,0.01056579841
324.9893522,0.9314513335,0.9998900657,0.0001099342764,0.8843246448,3324.149799,0.01061590965
329.3521062,0.9316177621,0.9998912289,0.0001087710519,0.8849691668,3321.950766,0.01065343974
333.7734272,0.9319861576,0.999892541,0.0001074589761,0.8850742804,3323.167964,0.01071005992
338.2541012,0.9323344211,0.9998937767,0.0001062232936,0.8851780468,3321.003304,0.01077492441
342.7949252,0.9326864018,0.999895164,0.0001048359562,0.8854437617,3322.652438,0.01082958044
347.3967065,0.933044859,0.9998965365,0.0001034634934,0.8856832564,3323.2064,0.0108893421
352.0602635,0.9333561402,0.9998979419,0.0001020580988,0.8861400853,3323.697116,0.01094317121
356.7864255,0.9337951842,0.9998993663,0.0001006337293,0.8861785362,3324.405673,0.01101636271
361.576033,0.9341454768,0.9999007885,9.921150611e-05,0.8865452177,3324.477538,0.01107907451
366.4299375,0.9346214651,0.9999021368,9.786315873e-05,0.8863904024,3321.598383,0.01117150737
371.3490023,0.9349887164,0.9999035637,9.643632698e-05,0.886731337,3321.443343,0.01123950891
376.3341021,0.9354712648,0.999905094,9.490601917e-05,0.8867935484,3323.694417,0.01131935617
381.3861233,0.9358755633,0.9999065689,9.343109481e-05,0.8870915249,3324.249309,0.01139322823
386.5059644,0.9363299465,0.9999080602,9.193978022e-05,0.8872443445,3325.373823,0.0114745355
391.6945358,0.9367531341,0.9999094825,9.051745451e-05,0.887444359,3324.042125,0.01155993167
396.9527601,0.9372118285,0.9999109111,8.908886092e-05,0.8875380245,3323.198386,0.01165093819
402.2815723,0.9376620481,0.9999124128,8.758720956e-05,0.8877737823,3325.157765,0.01173261906
407.6819202,0.9381676272,0.9999138174,8.618262614e-05,0.8876961989,3323.824188,0.01183619261
413.1547639,0.9386444166,0.9999153037,8.46963414e-05,0.8878506935,3325.833594,0.01192514997
418.7010767,0.9390775147,0.9999168117,8.318834334e-05,0.8882212189,3329.036786,0.01200365841
424.3218448,0.9395481249,0.9999181624,8.183758602e-05,0.8882581772,3326.902576,0.01210831749
430.0180679,0.940040136,0.9999196072,8.039275383e-05,0.8883602525,3329.351832,0.01220273875
435.7907587,0.9404633345,0.9999208584,7.914160222e-05,0.8884766007,3324.942081,0.01230947172
441.6409438,0.9408750289,0.9999222266,7.777340069e-05,0.8888215632,3326.344973,0.01239509417
447.5696636,0.941414429,0.9999234661,7.653393255e-05,0.8885018264,3323.636761,0.01252109451
453.5779723,0.9418178541,0.9999248431,7.515687965e-05,0.8889339651,3327.749254,0.01259807411
459.6669383,0.9422418827,0.999926082,7.391797781e-05,0.8891021776,3327.058187,0.01269735793
465.8376444,0.9426583432,0.999927182,7.281804404e-05,0.8891078501,3322.956298,0.01280840264
472.0911879,0.9430943915,0.9999283798,7.162020847e-05,0.8891998299,3324.983934,0.01290246954
478.4286808,0.9434819447,0.9999295248,7.047516599e-05,0.8894227899,3327.610633,0.01298504906
484.8512502,0.9438549073,0.9999305202,6.947980695e-05,0.8894851209,3326.316051,0.01307956586
491.360038,0.9441813893,0.9999312973,6.870268794e-05,0.8893986114,3329.263466,0.01314622983
497.9562017,0.9445215683,0.9999324004,6.759958629e-05,0.8897937516,3328.340921,0.01323579931
504.6409143,0.944842691,0.9999331523,6.684766978e-05,0.8897072167,3327.96457,0.01331615357
511.4153645,0.9451229462,0.999933894,6.61059695e-05,0.8897794656,3326.638674,0.01339211103
518.2807569,0.9454135944,0.9999345146,6.548543035e-05,0.8896123147,3326.576031,0.01346467645
525.2383124,0.9455011331,0.9999349805,6.501949047e-05,0.8900346021,3326.646317,0.01348969437
532.2892682,0.9456687442,0.999935445,6.455504717e-05,0.8901247962,3327.237244,0.01353082396
539.4348781,0.9458655056,0.9999357318,6.42682063e-05,0.8897920793,3327.290446,0.01357889544
546.6764128,0.9458283876,0.9999359348,6.40651532e-05,0.8902953698,3329.453696,0.0135641028
554.0151601,0.9458953156,0.9999359365,6.40635272e-05,0.8900183183,3328.04318,0.01358515675
561.4524249,0.9458720034,0.9999360156,6.398435959e-05,0.8902517089,3335.284895,0.0135513174
568.9895297,0.9457745405,0.9999357577,6.424232757e-05,0.8902169682,3330.731001,0.0135444662
576.6278149,0.9454232642,0.9999350802,6.491982242e-05,0.8905258414,3330.69675,0.01345697421
584.3686387,0.945479753,0.9999350044,6.499560092e-05,0.8901638432,3331.761422,0.01346446126
592.2133776,0.9451539862,0.9999342728,6.572721503e-05,0.8902831117,3337.433321,0.01336014125
600.1634267,0.9448908864,0.999933677,6.632298798e-05,0.8903755342,3332.3725,0.01331523562
608.2201996,0.9443960712,0.9999323742,6.762575442e-05,0.8902636694,3331.880737,0.01319424578
616.385129,0.9435197628,0.9999305366,6.946341678e-05,0.8908597101,3328.704432,0.01299962547
624.6596668,0.9424660029,0.999928095,7.190501015e-05,0.891252861,3332.421611,0.01274239417
633.0452845,0.9408388249,0.9999234614,7.653863452e-05,0.890725153,3333.93686,0.01237149962
641.5434733,0.940472,0.9999226936,7.730643613e-05,0.8910300642,3332.505703,0.01229998383
650.1557442,0.939287957,0.9999196848,8.03152395e-05,0.8913067871,3329.547488,0.01206452371
658.8836289,0.9380061499,0.9999159864,8.401357447e-05,0.8911123775,3337.118866,0.01177852727
667.7286793,0.9367916029,0.9999123281,8.767192826e-05,0.8908454991,3326.983664,0.01157780831
676.6924683,0.9296190733,0.9998902197,0.0001097803369,0.89065144,3334.882599,0.01033007241
685.7765898,0.9341623581,0.999904607,9.539300123e-05,0.8908542998,3332.420887,0.0110808462
694.9826593,0.9318924737,0.999898172,0.0001018280192,0.89140809,3332.191804,0.01070161523
704.3123139,0.928931806,0.9998883346,0.0001116654323,0.890999933,3332.730949,0.01023465631
713.7672125,0.9258695363,0.9998789709,0.0001210290508,0.8917973748,3334.735952,0.009792967105
723.3490365,0.9235957102,0.9998706851,0.0001293149234,0.891450985,3343.082668,0.009463740031
733.0594897,0.9219052729,0.9998647095,0.0001352905155,0.8915085215,3331.897149,0.009281249639
742.900299,0.9180324468,0.9998507341,0.0001492658987,0.8918276733,3337.833138,0.008808844058
752.8732142,0.9132940926,0.999831487,0.0001685130125,0.8914569512,3333.355807,0.008314216261
762.9800088,0.9074001875,0.9998063529,0.0001936470815,0.8913853243,3333.042338,0.007758855591
773.2224801,0.9011391627,0.9997778276,0.0002221724304,0.8914656845,3336.787063,0.007233113196
